quelle,labela,labelb1,labelc1,labelb2,labelc2,labelb3,labelc3,labelb4,labelc4,labelb5,labelc5,labeld,inhalt,index_binar
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,рассказывали загалавдибир время пятничной молитвы мечети аула хварши джамаатом перемещался мекку по воле аллаха с в т совершал намаз арабии возвращался обратно арабии находился аварец который поехал туда выучить коран научиться читать махражу попал одной женщине которая давала хорошие уроки люльке лежал маленький сын женщины «читай» − сказала аварцу прочитал он «не умеешь читать» − сказала она около девяти лет провел арабских странах учась читать коран ребёнок люльке заплакал,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,− перестань размельчу тебя аварец корана − сказала мать сыну,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,− думаешь правильно читаешь коран пошли мной − сказала она женщина повела берегу реки прочитал мужчина коран,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,− произошли какиенибудь изменения – спросила женщина аварца,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,− нет − ответил он − посмотри реку − сказала ему начала читать коран река остановилась − произошли изменения – спросила женщина его − произошли −сказал он − делать теперь –,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,спросил он − домой вернуться денег нет учеба задалась,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,− человек имени загалавдибир который прибывает дагестана каждую пятницу держи обувь жди − посоветовала ему,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,аварец стал ждать пока загалавдибир совершит пятничный намаз загалавдибир увидел аварца обувью руках спросил его,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,− делаешь −что могу делать прибыл сюда научиться читать коран учёба задалась домой вернуться средств пришёл просить тебя помог домой возвратиться,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,− поделаешь придётся взять собой хватайся край моего тулупа глаза открывай глаза откроешь оставлю увидишь откроешь глаза окажешься дома − сказал загалавдибир,0
zyx_cr_khv_rus_85,N,N,N,N,N,N,N,N,N,N,N,N,схватившись край тулупа закрыв глаза шёл загалавдибириром дошли одной местности услышали аварскую песню открыл аварец глаза нашёл рядом собой загалавдибира обнаружил находится пашне окраине своего села квантладинский говор,0
zyx_cr_khv_rus_86,N,N,N,N,N,N,N,N,N,N,N,N,место расположен аул хонох когдато пустырём сюда прибыли племени − «гаебо» «гекьубо»,0
zyx_cr_khv_rus_86,N,N,N,N,N,N,N,N,N,N,N,N,люди выбирали место проживания разведения скота строили хутора,0
zyx_cr_khv_rus_86,N,N,N,N,N,N,N,N,N,N,N,N,живёт большая часть хутрахского населения люди прибыли сюда селения хутрах цунтинского района язык – цезский это село расположено недалеко нашего аула,0
zyx_cr_khv_rus_86,N,N,N,N,N,N,N,N,N,N,N,N,когдато там находится хонох леса местности которая называется «пещера сиражудина» местности «кувшинное ущелье» густой лес росли разные деревья сосна берёза ива недалеко протекала небольшая речка «пещере сиражудина» собирались те шёл грузию возвращался назад собиралось людей совершались набеги,0
zyx_cr_khv_rus_86,N,N,N,N,N,N,N,N,N,N,N,N,постепенно хутора разрастались место хорошее разведения скота,0
zyx_cr_khv_rus_86,N,N,N,N,N,N,N,N,N,N,N,N,дня образования аула наверное прошло двухсот лет − семьдесят восемь аул здесь,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,одних родителей сына выросли родители построили дома рядом поженили их определили спокойную жизнь однажды родители сыновья жёнами собрались вместе отец матерью сказали «смотрите дети наши брата относитесь друг другу пониманием вы дочки живите мире согласии прочность семейных отношений женщин зависит»,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,любви уважении друг другу деля радость печаль жили братья обоих дети дети жили дружно братья хвастались такие хорошие умные могут семьи дружбе согласии держать,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,жена старшего пыталась убедить мужа это заслуга заслуга жён разговор тему заканчивался скандалом братья никак хотели признавать чём «значит думаешь ну покажу тебе» − решила жена старшего брата,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,прошла неделя прошёл месяц забыл муж разговоре поводу которого женой спорил жена спокойно ждала удобного случая,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,както младший брат зарезал барана разделал его отдал одну почку сыну брата другую почку − своему сыну мальчики кидая вверх почки вышли двора улицу,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,− младшем брате семье души чаем зарезали барана большую почку сыну отдали бы маленькую − нашему сыну − сказала жена старшего брата,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,решил старший брат пристыдить младшего брата жена наблюдая сценой подумала «вот тебе твоё хвалёное терпение рассудительность» немного погодя сказала мужу,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,− глупи муж одного барана почки разные бывают спеши ругаться слушая бред жены,0
zyx_cr_khv_rus_87,N,N,N,N,N,N,N,N,N,N,N,N,понял он мир согласие доме зависят женщины,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,однажды вора отправились грабить склад долго ждали они заснёт сторож заснул взломали замок проникли склад было обувь одежда сладости соленья спиртное − тысячи разных вещей наполняя мешки наткнулись ящики водкой,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,− давайте обмоем нашу добычу− сказал воров −давайте− согласились остальные каждый взял бутылке закуску нашли удобно усевшись ящики начали пить сказал тост − выпили сказал тост − выпили чокаясь бутылками итоге дошли весёлого состояния вор сказал,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,− давайте тихонько споём − давайте− согласились другие затянул тихонько мелодию другие подхватили,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,пели песни пили водку веселились некоторое время опьяневших воров сказал,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,− давайте тихонько «бахбах» сделаем − давайте − согласились другие вытащили пистолеты сделали одному «бахбах» конечном счете устроили настоящую стрельбу получился большой шум,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,понимая спросонья откуда стреляют вскочил сторож осмотрел всё понял замок складе сломан прислушался − услышал разговоры складе быстро запер дверь так изнутри невозможно её открыть стал звать помощь,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,люди задержали воров вскоре сотрудники милиции прибыли,0
zyx_cr_khv_rus_88,N,N,N,N,N,N,N,N,N,N,N,N,сотрудники милиции забирали участок вор сказал «всё было «бахбах» лишний получился»,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,аул инхоквари расположен выше подножия реки хваршинка место живописное вокруг горы холмы поля пастбища аулом растёт смешанный лес котором обитают звери дикие козы хваршинку впадает речка зуббинка речке семи водопадов устья реки изпод скалы выбивается минеральная вода которая является «чудодейственным эликсиром» желудочнокишечных заболеваний,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,дата официального образования аула инхоквари неизвестна i957 году житель аула инхоквари исаев магомед i9i5 г р хуторе чалала раскапывании ямы хранения картофеля обнаружил гроб гробу вместе костьми скелетом нашёл оружие геологи побывавшие время наших местах экспедиции установили ноже запись 500летней давности говорят предки рассказывали хуторе чалала жили около пятисот хозяйств это албанские христиане заселились хуторах пещерах сих пор сохранилось название места «гьатiангьа» – «у церкви» старики это место называют словом «гьатiанмикiвара» звону колокола христиане собирались церкви церковных камнях запись образования поселения ребята чабанившие в 2030 гг 20 в чалала испортили т е разбили камни надписями это дивансудом посадили i5 суток тинди,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,рассказам старожила бадрудинова хайрудина i930 г р поселение хуторе сосугьо место названо честь сасии сасия очень богатой женщинойалбанкой 20х годах 20 века раскопках люди находили бронзовые медали изображениями голов животных по рассказам мудрецов села медали предназначались отличившимся чабанам пастухам конюхам доярам,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,около этих мест габилис гъудул «габила поле» могилы христиан абулмуслимшейх распространял ислам жители этих двух поселений «сосугьо» «чалала» переселились другие места переселении спрятали котёл драгоценностями местечке «чалала» отмычку оставили церкви думали вернуться обратно это удалось котёл оброс мхом никто обнаружил говорят человек увидел это место котёл пошёл отмычкой вернулся места нашёл говорят появились кровники инхо,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N, гебек устроился холма «учо» нему присоединился гаджимагомед 9й прадед бадрудиновых сосланный тинди инхоквари похищение чужой невесты его возлюбленная засватана другого парня убийство её жениха гаджимагомед ночью невесту сопровождали дом жениха похитил любимую убил жениха подружился гебеком оба обосновались амильго амали эцалалъ развалины этих домов свидетельствуют дома строились ровными рядами бутового камня,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,позже обосновались двух хуторах сосугьо гъвачугьо,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,появились грузины оттуда появились тухумы бохiорибо махубо гирайбо мицiикiилавба другие,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,выходцы села хутpаx соседнего цунтинского района,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,хутор булъогьо принадлежал сторонникам имама шамиля участники газавата,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,1 абдурахман – слов потомков похоронен селении гигатлиурух,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,2 отец зирайлава – муртазаали прадед расулова гаирбека,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,список высечен надмогильной плите старых кладбищ села инхоквари,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,i944 году инхокваринцы вынужденно переселены дышневедено веденского района чи асср рассказов магомедалиевой айкат мукутовны i920 г р запомнилось женщина хасиба переселении несла прикованную постели мать спине заболела ревматизмом переходили андийское койсу мать умоляла хасибу бросить её реку нести чечни дорогато предстояла долгая видимо больной очень трудно каждом движении дочери невыносимо больно дочь донесла её натерла крови спину любовь матери превозмогла боль такими трудностями шли пешком наши люди чечню прожили i957 года тринадцать лет переселили обратно,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N, шли обратно многих как впрочем переселении спинах люльки младенцами горах шёл дождь кочующие мокли люльки укутали тёплыми ватными одеялами вата пропитав влагу становилась тяжёлой пути проходило 56 суток женщины носили люльки плакали изнемогая усталости слушаешь рассказы старожилов тягости прошлой жизни душа болит них живших время перенёсших столько трудностей,0
zyx_cr_khv_rus_89,N,N,N,N,N,N,N,N,N,N,N,N,наши сельчане дошли хваршинского моста нашли деревянного моста говорили женщина соседнего аула эчеда ночью шла мельницы нечаянно насыпала искры деревянный мост мост сгорел весь кроме железных сооружений поддерживания деревянных дощечек изза моста короткий путь стал невозможным переселенцы хвайнинский мост поднялись хвайникунда ночью пришли инхоквари нашли разрушенные дома зиме построить дом сарай сеновал вновь взяться восстановление разрушенного аула,0
zyx_cr_khv_rus_9,fEn,N,N,N,N,N,N,N,N,N,N,N,оставив пировать пришла вам рассказать сказку,0
zyx_cr_khv_rus_90,N,N,N,N,N,N,N,N,N,N,N,N,краю нижней части села место которое называется «около ступенек» большой камень камня сельчане давних времён провожали близких путь встречали около камня,0
zyx_cr_khv_rus_90,N,N,N,N,N,N,N,N,N,N,N,N,«около ступенек» − это торная ступенчатая тропинка которая ведёт общей главной дороге люди особенно зимой делали ступеньки легче идти близкие родственники шли провожающими камня отсюда видно села оттуда провожали их 1943 году день двенадцать мужчин проводили войну места пожелав покровительства аллаха с в т последнего времени люди шли места провожали юношей армию провели автомобильную дорогу провожать парней стали автотрассе,0
zyx_cr_khv_rus_90,N,N,N,N,N,N,N,N,N,N,N,N,время войны матери ожидании сидели камне вслушиваясь каждый шорох надеясь сыновья возвращающиеся войны вотвот появятся,0
zyx_cr_khv_rus_90,N,N,N,N,N,N,N,N,N,N,N,N,закончилась война долго ждали матери своих сыновей жёны – мужей дети – отцов войны село вернулись двадцать человека,0
zyx_cr_khv_rus_90,N,N,N,N,N,N,N,N,N,N,N,N,такое место нижней части нашего села которое любим,0
zyx_cr_khv_rus_91,N,N,N,N,N,N,N,N,N,N,N,N,октябре 1957 года введенского района наши сельчане переселились 2ое отделение совхоза аксай которое располагалось месте нынешнего села октябрьское хасавюртовского района отделении несколько домов которых дома выделили школы учителя помощью некоторых родителей приспособили здания использования классные помещения середине ноября школа начала работать постоянно пополняться необходимой мебелью учебнонаглядными пособиями,0
zyx_cr_khv_rus_91,N,N,N,N,N,N,N,N,N,N,N,N,школе работали учителями полина ивановна усаева – учительница русского языка елена ивановна волчанова – учительница математики которые переселились вместе односельчанами введенского района работали нашей школе ухода пенсию внесли большой вклад обучение учащихся подготовку местных учителей школы е и волчанова долгие годы работала завучем школы местных учителей вначале работали х м шамилов магомед идрисович ибрагимов магомед хайбулаев магомед бегиев изза отсутствия педагогического образования их кроме хабиба шамилова уволили работы декабре 1957 года службы рядах советской армии приехал – магомед иманмагомедович рамазанов который армии работал директором одной школ введенского района имел среднее педагогическое образование заочно учился математическом факультете дагестанского государственного университета вначале работал учителем затем завучем 1965го i999 г т е ухода пенсию работал директором школы вначале т е 1957i959 гг директором школы работал м валибулатов 1959i961 гг – м и рамазанов 19611962 гг – п и усаева 19621963 гг – магомедхан магомедов 19631965 гг – м вагабов i965 г – м и рамазанов постепенно школа начала пополняться местными педагогическими кадрами,0
zyx_cr_khv_rus_91,N,N,N,N,N,N,N,N,N,N,N,N,педучилища поступили работу 3 т насрудинов герейхан саидов заза магомедовна гасанова эта учительница оставила хорошую память её учащихся родителей товарищей награждена правительствен ной наградой поступали школу учителя высшим образованием – м а алиева м п магомедов м махалиев другие заочно окончившие высшие педагогические заведения 70х годов работали школе приезжие учителя многих приходилось заботиться среди хороших учителей позже школа полностью обеспечена местными кадрами,0
zyx_cr_khv_rus_91,N,N,N,N,N,N,N,N,N,N,N,N,1957 г школа семилетняя учились 110 учащихся 1963 г её реорганизовали восьмилетнюю школу 1974 г – среднюю школу 1962 г построили мастерскую хозяйственным способом 1967 г построили шестиклассное помещение 1971 г построили барачное здание 1990 г построили типовой спортивный зал трёхклассным помещением благоустроили двор школы,0
zyx_cr_khv_rus_91,N,N,N,N,N,N,N,N,N,N,N,N,1936 г создаются совхозы директора нашего совхоза – абдурахман магомедгазиев сайпудин нажмудинов лабазан газиев абдурахман гаджиев ибрагим муртузов халит шахруев джабраил магомедов сиражудин кадиев магомед багавдинов сулейман саидов магомед багавдинов саид саидов магомед малаев алибег магомедов курамагомед муталимов магомеддибир алидибиров гамзат халидов магомед ибрагимов кади сиражудинов,0
zyx_cr_khv_rus_92,N,N,N,N,N,N,N,N,N,N,N,N,август 1957год наше село акнада завезли семьи чеченцев – каждый дом селе жили инхокваринцы акнадинцы каждой семье выдали переселенческий билет переселили хасавюртовский район акнадинцев – кизилюрт каждой семье предоставили государственную машину загрузили весь домашний скарб дом скот дали деньги везли семьи целый месяц пустырю каждую семью отвели 15 соток земли место дома времянки строили спешно как носу зима плохо продуктами государство помогало детям привозили сахар печенья конфеты,0
zyx_cr_khv_rus_92,N,N,N,N,N,N,N,N,N,N,N,N,школы было учащихся списку около 170 человек школу отвели жилые бараки старожилов прогоняли нашего прихода две улицы главная которая сейчас вторая – ахмедхановская жили русские кумыки стали распродавать всё уезжать куда дома занимали переселенцы территорию будущего села представляли камышовые заросли трудно найти нужную времянку,0
zyx_cr_khv_rus_92,N,N,N,N,N,N,N,N,N,N,N,N,бараки такие старожилы старые жителирусские рассказывали ещё 20х годах поселились немцы онито построили дома две улицы широкие аллеи обсадив бокам деревьями первых домиков – умарасхаба остальные строил совхоз «аксай» – второе отделение,0
zyx_cr_khv_rus_92,N,N,N,N,N,N,N,N,N,N,N,N,первая школа перестроенных домах первые учителя – х м шамилов з т насрудинов е и молчанова м и ибрагимов другие школу ремонтировали сами учителя родители первые ученики старшеклассники – м аликиничев x абдуллаев нуцалханов нашу главную улицу называли чапаевской начиналась улица школы новеньких 5 домов которые строил работники совхоза 2го отделения числе инженернемец канава нашего приезда дорога грейдера обсажена огромными деревьями срубили дрова поливной питьевой воды сколько хочешь – сулакская теречная,0
zyx_cr_khv_rus_93,N,N,N,N,N,N,N,N,N,N,N,N,люди нашего села особенно молодежь заработки ездят москву год случилось работать стройке патарчиевым ахмедом выходной день решив немного отдохнуть красиво культурно посидеть пить мы я брат шамсудин раджабовых гирай патарчиевых ахмед – решили пойти кафе зашли одно кафе большим залом зал пустой двумя столиками сидели человека никого зашли ахмед словно завсегдатай подозвал официантку спросил «девушка вашем зале свободных мест нет» вопрос «свободных мест нет» пустом зале рассмешил всех расхохотались девушка смеялась громче нас,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,росла тропинки раскидистая ветвистая берёза тропинке ежедневно шли люди одни – детьми другие – навьюченными ослами  берёза жару давала прохладу зимой она покрытая серебряным инеем радовала сердце путникам уставшие путники достав трапезу отдыхали её тени рядом текла река которая своим журчанием ласкала слух впереди рос смешанный лес всё это снимало усталость путники передышки бодро продолжали путь,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,асият расуловне часто приходилось ходить тропинке работала соседнем селе учительницей биологии всё окружало её долгой дороге камень изпод которого бульканьем пробивалась минеральная вода «регьа» деревья скале водопада ручьи реки родного хваршинского ущелья – казалось чудом всё это воздавала хвалу создателю с в т эта берёза особой радостью её трудном пути могла часами засиживаться писать стихи сами напрашивались осенью золотыми монетами листья падали её записную книжку некоторые сохраняла память проходило время,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,однажды это весной асият расуловна пешком шла дороге к этому времени хварши проведена автомобильная дорога сердце её восторженно билось руках неё пятимесячная дочка спешила берёзе чувствовала усталости хотелось поделиться большой радостью берёзой показать ненаглядную дочь показать чудо чуду казалось владеет языком деревьев чём детства мечтала хотела берёза своими позеленевшими нежными листочками сопереживала вместе её радость,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,ужас берёзы месте было мокрый большой пенёк полный берёзовых слёз «вай аллах с в т» – вырвалось асият расуловны прижала нахмурившуюся дочку стала колени погладила мокрый пень голос плакать посмела слишком чутко дочь улавливала её настроение слёзы катились глаз слились берёзовым соком коекак успокоившись оглянулась нигде веточки берёзы сквозь землю провалилась «но человек побывал палач природы это распилил красоту» – отчаянии пронеслось её голове «будь проклята твоя рука пусть самый жаркий день найдёшь тени» – произнесла вслух пошла дороге «на какую нужду жестокий человек срубил тебя – вопрошала она – прости меня берёза родная» – шептала она,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,«о деревья умели бежать олень спасая красоту смерти» – сокрушалась асият,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,дочурка её размахала руками приглашая маму оглянуться вокруг посмотреть дикую красоту деревьев росших скалах недоступных топору,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,«как растёшь милая – спросила берёзу словно первый увидела это окрепшее камне дерево – рядом тобой леса воды» асият показалось берёза зашуршала ветвями ответила «я рада расту высоте ступит нога человека достигнет рука топор жалей меня тонка сила моих корнях»,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,хорошо эта красота защищена самим создателем с в т,0
zyx_cr_khv_rus_95,N,N,N,N,N,N,N,N,N,N,N,N,«только деревья любят землю уходят никуда» – прошептала продолжила свой путь неописуемому хваршинскому ущелью,0
zyx_cr_khv_rus_96,N,N,N,N,N,N,N,N,N,N,N,N,однажды ночью состоятельные муж жена ели сварив мясо приготовив хинкал одно время постучались дверь – нука посмотри жена нам пожаловал – сказал муж – нищий пришёл – сказала жена открыв дверь выглянув порог – прогони запри дверь – сказал муж повинуясь мужу прогнала жена нищего заперла дверь замок зашла дом,0
zyx_cr_khv_rus_96,N,N,N,N,N,N,N,N,N,N,N,N,некоторое время неизвестным причинам закончилось богатство обнищала супружеская пара привыкшие жить достатке часто стали ссориться ругаться конце концов разошлись,0
zyx_cr_khv_rus_96,N,N,N,N,N,N,N,N,N,N,N,N,нищий которого ту ночь прогнали зная как потихоньку разбогател другого села «раз состояние позволяет почему жениться – подумал решил присмотреть жену аллах с в т свёл той женщиной бывшей женой богатого человека который прогнал своего порога пришёл просить милостыню поженились жили мире согласии,0
zyx_cr_khv_rus_96,N,N,N,N,N,N,N,N,N,N,N,N,однажды ночью ели муж женой сварив мясо приготовив хинкал постучались дверь жена открыла дверь посмотреть час стучится пороге увидела своего бывшего мужа бродяга просил милостыню соседним сёлам аллах с в т привёл этому дому муж спросил там жена вернувшись ответила это её бывший муж пришёл просить милостыню заплакала,0
zyx_cr_khv_rus_96,N,N,N,N,N,N,N,N,N,N,N,N,– плачь прогоню прогнал когдато а наоборот отдам всё смогу – сказал муж наполнил сумку хинкалом мясом едой отдал тому,0
zyx_cr_khv_rus_96,N,N,N,N,N,N,N,N,N,N,N,N,– такая она земля круглая вчера твоей власти ктото был сегодня – моей завтра другого забывать – сказал нищему,0
zyx_cr_khv_rus_97,N,N,N,N,N,N,N,N,N,N,N,N,шёл своей дороге очень богатый человек имени парзулав пути встретил отару чёрных баранов которую входило тристачетыреста голов «эти бараны моими бы» – подумал богатый парзулав спросил чабана который следовал этими баранами,0
zyx_cr_khv_rus_97,N,N,N,N,N,N,N,N,N,N,N,N,– чья эта отара чёрных баранов – хозяин отары чёрных баранов – парзулав – ответил пастух пастух знал парзулава парзулав знал своего чабана также знал других своих чабанов – настолько богат имел отар баранов овец,0
zyx_cr_khv_rus_97,N,N,N,N,N,N,N,N,N,N,N,N,парзулав узнав бараны его сел прямо наземь и взяв дороги горсть земли потерев ею своё лицо сказал себе «хоть этим ты наверное насытишься насытишься тебе мало столько имеешь захотел этих баранов»,0
zyx_cr_khv_rus_98,N,N,N,N,N,N,N,N,N,N,N,N,тяжёлые годы войны фашистской германией горцы оставшиеся дома часто спускались чеченские сёла заработки женщины малолетние детишки выполняя ту иную посильную работу дому двору огороде зарабатывали кусок хлеба,0
zyx_cr_khv_rus_98,N,N,N,N,N,N,N,N,N,N,N,N,пришёл 1944 год чеченцев течение 24х часов выселили казахстан киргизию другие республики средней азии среди чеченцев оказались некоторые горцы сумевшие изза своей безграмотности сообщить властям чеченцы аварцы спустившиеся сюда гор целях заработка куска хлеба вместе чеченцами ошибке угнаны тысячи аварцев среди оказалась семья гираевой патимат – жительницы горного аула инхоквари узнав этом одна инхокваринок тётя ныне здравствующей гусаровой патимат старшая патимат запричитала,0
zyx_cr_khv_rus_98,N,N,N,N,N,N,N,N,N,N,N,N,округлые плечи красивая спина азию угнали гирая патимат,0
zyx_cr_khv_rus_98,N,N,N,N,N,N,N,N,N,N,N,N,любимой сестрицы белоснежный омар смогли смерть глыбы,0
zyx_cr_khv_rus_99,N,N,N,N,N,N,N,N,N,N,N,N,раньше незамужних женщин заставляли называть имя любого мужчины которого желала выйти замуж мужчина имя которого женщина назовёт обычаю должен жениться ней,0
zyx_cr_khv_rus_99,N,N,N,N,N,N,N,N,N,N,N,N,мать моей матери сабигат моя бабушка имевшая девять детей овдовела глава сельского совета вызывал её давал покоя требуя назвала мужчину которого выйдёт замуж назовёт имя её кинут яму имелась глубокая специально вырытая яма женщину заставляли назвать имя затем мусульманскому обычаю выдать её замуж зрелая женщина должна иметь статус замужней время это строго соблюдалось вдов выдавали молодых женщин заставляли назвать имя угрожая иначе выдадут сами захотят,0
zyx_cr_khv_rus_99,N,N,N,N,N,N,N,N,N,N,N,N,женщину мать девятерых детей пугали требуя назвала имя мужчины угрожали противном случае бросить её яму очередной раз теми угрозами забрали её хутора бедной женщине удалось уговорить работников сельского совета отпустить её домой детям второй день повторилось самое третий день матери приехал сын ровесник главы сельского совета изучавший вдали семьи арабскую науку,0
zyx_cr_khv_rus_99,N,N,N,N,N,N,N,N,N,N,N,N,– мамин магомед кидают яму сегодня ночью яму бросят назову имя мужчины назову имя имея девять детей замужества заботиться своих детях − пожаловалась мать сыну,0
zyx_cr_khv_rus_99,N,N,N,N,N,N,N,N,N,N,N,N,сын научил её – скажи главе сельского совета «я выбираю тебя» оставит покое день вызвали беднягу хотели бросить яму женщина назвала имя самого главы сельсовета и отпущена домой тех пор её оставили покое вызывали главе контору,0
zyx_cr_kum_rus_10,N,N,N,N,N,N,N,N,N,N,N,N,однажды было однажды было одном ауле жил очень бедный человек человека дочь достигшая совершеннолетия начавший играть детьми сын дочь звали патимат отец патимат скончался вслед нею умерла мать остались младшим братом сиротами,0
zyx_cr_kum_rus_10,N,N,N,N,N,N,N,N,N,N,N,N,сироты белого света видели нечего все осталось родителей растащили разные люди дом очаг разрушены основания тому человека которые хотели задеть намус оскорбить патимат обесчестить ее,0
zyx_cr_kum_rus_10,N,N,N,N,N,N,N,N,N,N,N,N,патимат очень красивая мудрая девушка решив съеденной поле дикими зверями обесчещенной жить позоре патимат посадила спину своего брата пошла глаза глядят,0
